-2976.190476	-0.8	3.08
-2973.809524	-1.2	3.08
-2971.428571	-1.2	3.08
-2969.047619	-1.2	3.08
-2966.666667	-1.2	3.08
-2964.285714	-0.8	3.08
-2961.904762	-1.2	3.08
-2959.52381	-1.2	3.08
-2957.142857	-0.8	3.08
-2954.761905	-1.2	3.08
-2952.380952	-1.2	3.08
-2950	-1.2	3.08
-2947.619048	-1.2	3.12
-2945.238095	-1.2	3.08
-2942.857143	-1.2	3.08
-2940.47619	-0.8	3.08
-2938.095238	-0.8	3.08
-2935.714286	-1.2	3.12
-2933.333333	-1.2	3.08
-2930.952381	-1.2	3.08
-2928.571429	-1.2	3.08
-2926.190476	-1.2	3.12
-2923.809524	-1.2	3.08
-2921.428571	-1.2	3.08
-2919.047619	-1.2	3.12
-2916.666667	-1.2	3.08
-2914.285714	-1.2	3.12
-2911.904762	-1.2	3.08
-2909.52381	-1.2	3.12
-2907.142857	-1.2	3.08
-2904.761905	-0.8	3.08
-2902.380952	-1.2	3.08
-2900	-1.2	3.08
-2897.619048	-1.2	3.08
-2895.238095	-1.2	3.08
-2892.857143	-1.2	3.08
-2890.47619	-1.2	3.08
-2888.095238	-1.2	3.08
-2885.714286	-1.2	3.08
-2883.333333	-1.2	3.12
-2880.952381	-1.2	3.08
-2878.571429	-1.2	3.08
-2876.190476	-1.2	3.08
-2873.809524	-1.2	3.08
-2871.428571	-1.2	3.08
-2869.047619	-1.2	3.08
-2866.666667	-1.2	3.08
-2864.285714	-1.2	3.08
-2861.904762	-1.2	3.08
-2859.52381	-0.8	3.08
-2857.142857	-1.2	3.08
-2854.761905	-1.2	3.08
-2852.380952	-1.2	3.12
-2850	-1.2	3.08
-2847.619048	-1.2	3.08
-2845.238095	-1.2	3.08
-2842.857143	-1.2	3.08
-2840.47619	-1.2	3.08
-2838.095238	-1.2	3.08
-2835.714286	-1.2	3.08
-2833.333333	-1.2	3.12
-2830.952381	-1.2	3.08
-2828.571429	-0.8	3.12
-2826.190476	-0.8	3.12
-2823.809524	-1.2	3.08
-2821.428571	-1.2	3.08
-2819.047619	-1.2	3.08
-2816.666667	-1.2	3.08
-2814.285714	-1.2	3.08
-2811.904762	-1.2	3.08
-2809.52381	-1.2	3.08
-2807.142857	-1.2	3.08
-2804.761905	-1.2	3.08
-2802.380952	-1.2	3.08
-2800	-1.2	3.08
-2797.619048	-1.2	3.08
-2795.238095	-1.2	3.08
-2792.857143	-1.2	3.08
-2790.47619	-1.2	3.08
-2788.095238	-0.8	3.12
-2785.714286	-1.2	3.08
-2783.333333	-1.2	3.08
-2780.952381	-1.2	3.12
-2778.571429	-1.2	3.12
-2776.190476	-1.2	3.12
-2773.809524	-1.2	3.08
-2771.428571	-0.8	3.08
-2769.047619	-1.2	3.08
-2766.666667	-1.2	3.08
-2764.285714	-1.2	3.08
-2761.904762	-1.2	3.08
-2759.52381	-0.8	3.08
-2757.142857	-1.2	3.08
-2754.761905	-1.2	3.08
-2752.380952	-1.2	3.08
-2750	-1.2	3.08
-2747.619048	-1.2	3.08
-2745.238095	-1.2	3.08
-2742.857143	-1.2	3.08
-2740.47619	-1.2	3.12
-2738.095238	-1.2	3.12
-2735.714286	-1.2	3.12
-2733.333333	-1.2	3.08
-2730.952381	-1.2	3.08
-2728.571429	-1.2	3.12
-2726.190476	-1.2	3.08
-2723.809524	-1.2	3.08
-2721.428571	-1.2	3.08
-2719.047619	-1.2	3.12
-2716.666667	-1.2	3.08
-2714.285714	-1.2	3.08
-2711.904762	-1.2	3.12
-2709.52381	-1.2	3.08
-2707.142857	-1.2	3.12
-2704.761905	-1.2	3.12
-2702.380952	-1.2	3.12
-2700	-1.2	3.08
-2697.619048	-1.2	3.08
-2695.238095	-1.2	3.08
-2692.857143	-1.2	3.12
-2690.47619	-1.2	3.08
-2688.095238	-1.2	3.12
-2685.714286	-1.2	3.08
-2683.333333	-1.2	3.12
-2680.952381	-1.2	3.08
-2678.571429	-1.2	3.12
-2676.190476	-1.2	3.08
-2673.809524	-1.2	3.12
-2671.428571	-1.2	3.12
-2669.047619	-1.2	3.12
-2666.666667	-0.8	3.12
-2664.285714	-1.2	3.12
-2661.904762	-1.2	3.08
-2659.52381	-1.2	3.12
-2657.142857	-1.2	3.08
-2654.761905	-1.2	3.12
-2652.380952	-1.2	3.12
-2650	-1.2	3.12
-2647.619048	-1.2	3.12
-2645.238095	-1.2	3.12
-2642.857143	-1.2	3.12
-2640.47619	-1.2	3.08
-2638.095238	-1.2	3.12
-2635.714286	-1.2	3.12
-2633.333333	-1.2	3.08
-2630.952381	-1.2	3.12
-2628.571429	-1.2	3.08
-2626.190476	-1.2	3.12
-2623.809524	-1.2	3.08
-2621.428571	-1.2	3.12
-2619.047619	-1.2	3.08
-2616.666667	-1.2	3.08
-2614.285714	-1.2	3.08
-2611.904762	-1.2	3.08
-2609.52381	-1.2	3.12
-2607.142857	-1.2	3.12
-2604.761905	-1.2	3.08
-2602.380952	-1.2	3.12
-2600	-1.2	3.08
-2597.619048	-1.2	3.08
-2595.238095	-1.2	3.08
-2592.857143	-1.2	3.08
-2590.47619	-1.2	3.08
-2588.095238	-1.2	3.08
-2585.714286	-1.2	3.12
-2583.333333	-1.2	3.08
-2580.952381	-1.2	3.12
-2578.571429	-1.2	3.08
-2576.190476	-1.2	3.08
-2573.809524	-1.2	3.12
-2571.428571	-1.6	3.12
-2569.047619	-1.2	3.08
-2566.666667	-1.2	3.08
-2564.285714	-1.2	3.08
-2561.904762	-1.2	3.12
-2559.52381	-1.2	3.08
-2557.142857	-1.2	3.08
-2554.761905	-1.2	3.08
-2552.380952	-1.2	3.08
-2550	-1.2	3.12
-2547.619048	-1.2	3.12
-2545.238095	-1.2	3.08
-2542.857143	-1.6	3.12
-2540.47619	-1.2	3.08
-2538.095238	-1.2	3.12
-2535.714286	-1.2	3.08
-2533.333333	-1.6	3.12
-2530.952381	-1.2	3.12
-2528.571429	-1.2	3.08
-2526.190476	-1.2	3.08
-2523.809524	-1.2	3.08
-2521.428571	-1.2	3.12
-2519.047619	-1.2	3.08
-2516.666667	-1.2	3.08
-2514.285714	-1.2	3.12
-2511.904762	-1.2	3.12
-2509.52381	-1.2	3.08
-2507.142857	-1.2	3.12
-2504.761905	-1.2	3.12
-2502.380952	-1.2	3.08
-2500	-1.2	3.12
-2497.619048	-1.2	3.08
-2495.238095	-1.6	3.08
-2492.857143	-1.2	3.12
-2490.47619	-1.2	3.12
-2488.095238	-1.2	3.08
-2485.714286	-1.2	3.12
-2483.333333	-1.2	3.12
-2480.952381	-1.2	3.12
-2478.571429	-1.2	3.12
-2476.190476	-1.2	3.08
-2473.809524	-1.6	3.08
-2471.428571	-1.2	3.12
-2469.047619	-1.6	3.08
-2466.666667	-1.2	3.12
-2464.285714	-1.2	3.12
-2461.904762	-1.2	3.12
-2459.52381	-1.2	3.12
-2457.142857	-1.2	3.12
-2454.761905	-1.2	3.08
-2452.380952	-1.2	3.12
-2450	-1.2	3.08
-2447.619048	-1.2	3.12
-2445.238095	-1.2	3.12
-2442.857143	-1.2	3.12
-2440.47619	-1.2	3.08
-2438.095238	-1.2	3.08
-2435.714286	-1.2	3.12
-2433.333333	-1.6	3.12
-2430.952381	-1.2	3.12
-2428.571429	-1.2	3.12
-2426.190476	-1.6	3.12
-2423.809524	-1.2	3.08
-2421.428571	-1.6	3.08
-2419.047619	-1.6	3.08
-2416.666667	-1.6	3.12
-2414.285714	-1.2	3.12
-2411.904762	-1.2	3.12
-2409.52381	-1.2	3.12
-2407.142857	-1.2	3.08
-2404.761905	-1.6	3.08
-2402.380952	-1.6	3.12
-2400	-1.2	3.08
-2397.619048	-1.2	3.12
-2395.238095	-1.6	3.12
-2392.857143	-1.6	3.08
