-1500.2	1.8
-1497.6	1.8
-1495	1.8
-1492.4	1.8
-1489.8	1.8
-1487.2	2
-1484.6	2
-1482	1.8
-1479.4	1.8
-1476.8	2
-1474.2	1.8
-1471.6	1.8
-1469	2
-1466.4	2
-1463.8	2
-1461.2	2
-1458.6	2
-1456	2
-1453.4	2
-1450.8	2
-1448.2	2
-1445.6	2
-1443	2.2
-1440.4	2.2
-1437.8	2.2
-1435.2	2.2
-1432.6	2.2
-1430	2.2
-1427.4	2.2
-1424.8	2.2
-1422.2	2.2
-1419.6	2.2
-1417	2.2
-1414.4	2.2
-1411.8	2.2
-1409.2	2.2
-1406.6	2.2
-1404	2.2
-1401.4	2.2
-1398.8	2.2
-1396.2	2.2
-1393.6	2.2
-1391	2.2
-1388.4	2.2
-1385.8	2.2
-1383.2	2.2
-1380.6	2.2
-1378	2.2
-1375.4	2.4
-1372.8	2.2
-1370.2	2.2
-1367.6	2.4
-1365	2.4
-1362.4	2.6
-1359.8	2.6
-1357.2	2.6
-1354.6	2.6
-1352	2.6
-1349.4	2.6
-1346.8	2.6
-1344.2	2.4
-1341.6	2.6
-1339	2.6
-1336.4	2.8
-1333.8	2.6
-1331.2	2.6
-1328.6	2.6
-1326	2.6
-1323.4	2.6
-1320.8	2.6
-1318.2	2.6
-1315.6	2.6
-1313	2.6
-1310.4	2.6
-1307.8	2.6
-1305.2	2.8
-1302.6	2.6
-1300	2.6
-1297.4	2.8
-1294.8	2.8
-1292.2	2.8
-1289.6	3
-1287	3
-1284.4	3
-1281.8	3
-1279.2	3
-1276.6	3
-1274	3
-1271.4	2.8
-1268.8	3
-1266.2	3
-1263.6	3
-1261	3
-1258.4	3
-1255.8	3
-1253.2	3
-1250.6	3
-1248	3
-1245.4	3.2
-1242.8	3.2
-1240.2	3.2
-1237.6	3.2
-1235	3.2
-1232.4	3.2
-1229.8	3.2
-1227.2	3.4
-1224.6	3.4
-1222	3.4
-1219.4	3.4
-1216.8	3.4
-1214.2	3.4
-1211.6	3.4
-1209	3.4
-1206.4	3.4
-1203.8	3.4
-1201.2	3.6
-1198.6	3.4
-1196	3.4
-1193.4	3.4
-1190.8	3.4
-1188.2	3.4
-1185.6	3.4
-1183	3.6
-1180.4	3.6
-1177.8	3.4
-1175.2	3.8
-1172.6	3.6
-1170	3.6
-1167.4	3.6
-1164.8	3.6
-1162.2	3.8
-1159.6	3.6
-1157	3.6
-1154.4	3.6
-1151.8	3.6
-1149.2	3.8
-1146.6	3.8
-1144	3.8
-1141.4	3.8
-1138.8	3.8
-1136.2	3.8
-1133.6	3.8
-1131	3.8
-1128.4	3.8
-1125.8	3.8
-1123.2	3.8
-1120.6	3.8
-1118	3.8
-1115.4	3.8
-1112.8	4
-1110.2	4
-1107.6	4
-1105	4
-1102.4	4
-1099.8	4
-1097.2	4
-1094.6	4
-1092	4
-1089.4	4
-1086.8	4.2
-1084.2	4
-1081.6	4
-1079	4
-1076.4	4.2
-1073.8	4.2
-1071.2	4.2
-1068.6	4.2
-1066	4.2
-1063.4	4.2
-1060.8	4
-1058.2	4.2
-1055.6	4.2
-1053	4.2
-1050.4	4.2
-1047.8	4.4
-1045.2	4.4
-1042.6	4.4
-1040	4.4
-1037.4	4.4
-1034.8	4.4
-1032.2	4.4
-1029.6	4.4
-1027	4.4
-1024.4	4.4
-1021.8	4.4
-1019.2	4.4
-1016.6	4.4
-1014	4.4
-1011.4	4.6
-1008.8	4.4
-1006.2	4.4
-1003.6	4.6
-1001	4.4
-998.4	4.6
-995.8	4.6
-993.2	4.6
-990.6	4.6
-988	4.6
-985.4	4.6
-982.8	4.6
-980.2	4.6
-977.6	4.6
-975	4.6
-972.4	4.6
-969.8	4.8
-967.2	4.6
-964.6	4.8
-962	4.8
-959.4	4.8
-956.8	4.8
-954.2	4.8
-951.6	4.8
-949	4.8
-946.4	4.8
-943.8	4.8
