-2976.190476	-1	3.48
-2973.809524	-1	3.48
-2971.428571	-1	3.44
-2969.047619	-1.2	3.44
-2966.666667	-1.2	3.44
-2964.285714	-1	3.44
-2961.904762	-1	3.44
-2959.52381	-1	3.44
-2957.142857	-1	3.44
-2954.761905	-0.8	3.44
-2952.380952	-1	3.44
-2950	-1	3.44
-2947.619048	-0.8	3.44
-2945.238095	-1	3.44
-2942.857143	-1	3.44
-2940.47619	-1	3.44
-2938.095238	-1	3.48
-2935.714286	-1	3.44
-2933.333333	-1	3.44
-2930.952381	-1	3.44
-2928.571429	-1	3.44
-2926.190476	-1	3.44
-2923.809524	-1	3.44
-2921.428571	-1	3.44
-2919.047619	-1	3.44
-2916.666667	-1	3.44
-2914.285714	-1	3.44
-2911.904762	-1	3.44
-2909.52381	-1	3.44
-2907.142857	-1	3.4
-2904.761905	-0.8	3.44
-2902.380952	-1	3.44
-2900	-1	3.44
-2897.619048	-1	3.44
-2895.238095	-1	3.44
-2892.857143	-1	3.44
-2890.47619	-1.2	3.44
-2888.095238	-0.8	3.44
-2885.714286	-1	3.44
-2883.333333	-1	3.44
-2880.952381	-1	3.44
-2878.571429	-1	3.44
-2876.190476	-0.8	3.44
-2873.809524	-0.8	3.44
-2871.428571	-1	3.44
-2869.047619	-1	3.44
-2866.666667	-1	3.44
-2864.285714	-1	3.44
-2861.904762	-1	3.44
-2859.52381	-1	3.44
-2857.142857	-1	3.4
-2854.761905	-1	3.4
-2852.380952	-1	3.44
-2850	-1	3.44
-2847.619048	-1.2	3.44
-2845.238095	-1	3.44
-2842.857143	-1	3.44
-2840.47619	-1	3.44
-2838.095238	-1	3.44
-2835.714286	-1	3.44
-2833.333333	-1	3.44
-2830.952381	-1	3.44
-2828.571429	-1	3.44
-2826.190476	-0.8	3.44
-2823.809524	-1	3.44
-2821.428571	-1	3.44
-2819.047619	-1	3.44
-2816.666667	-1	3.44
-2814.285714	-1	3.44
-2811.904762	-1	3.44
-2809.52381	-1	3.4
-2807.142857	-1	3.44
-2804.761905	-1	3.44
-2802.380952	-0.8	3.44
-2800	-1	3.48
-2797.619048	-1	3.48
-2795.238095	-0.8	3.44
-2792.857143	-0.8	3.44
-2790.47619	-1	3.44
-2788.095238	-1	3.44
-2785.714286	-1	3.44
-2783.333333	-1	3.44
-2780.952381	-1	3.44
-2778.571429	-1	3.44
-2776.190476	-1	3.44
-2773.809524	-0.8	3.44
-2771.428571	-1	3.44
-2769.047619	-1	3.44
-2766.666667	-0.8	3.44
-2764.285714	-1	3.44
-2761.904762	-1	3.44
-2759.52381	-1	3.44
-2757.142857	-1	3.44
-2754.761905	-0.8	3.44
-2752.380952	-1	3.4
-2750	-1	3.44
-2747.619048	-1	3.48
-2745.238095	-0.8	3.44
-2742.857143	-0.8	3.44
-2740.47619	-0.8	3.44
-2738.095238	-0.8	3.44
-2735.714286	-1	3.44
-2733.333333	-1	3.44
-2730.952381	-0.8	3.44
-2728.571429	-0.8	3.4
-2726.190476	-0.8	3.44
-2723.809524	-1	3.44
-2721.428571	-1	3.44
-2719.047619	-1	3.44
-2716.666667	-1	3.44
-2714.285714	-0.8	3.44
-2711.904762	-1	3.44
-2709.52381	-1	3.44
-2707.142857	-0.8	3.44
-2704.761905	-0.8	3.44
-2702.380952	-1	3.44
-2700	-1	3.44
-2697.619048	-0.8	3.44
-2695.238095	-1	3.44
-2692.857143	-0.8	3.44
-2690.47619	-0.8	3.44
-2688.095238	-1	3.44
-2685.714286	-1	3.44
-2683.333333	-1	3.44
-2680.952381	-1	3.44
-2678.571429	-1	3.44
-2676.190476	-0.8	3.44
-2673.809524	-1	3.44
-2671.428571	-1	3.44
-2669.047619	-1	3.44
-2666.666667	-1	3.44
-2664.285714	-1	3.44
-2661.904762	-1	3.44
-2659.52381	-0.8	3.44
-2657.142857	-0.8	3.44
-2654.761905	-1	3.44
-2652.380952	-1	3.44
-2650	-1	3.44
-2647.619048	-0.8	3.44
-2645.238095	-0.8	3.44
-2642.857143	-1	3.44
-2640.47619	-0.8	3.44
-2638.095238	-0.8	3.44
-2635.714286	-1	3.44
-2633.333333	-1	3.44
-2630.952381	-0.8	3.44
-2628.571429	-0.8	3.48
-2626.190476	-1	3.44
-2623.809524	-0.8	3.44
-2621.428571	-1	3.44
-2619.047619	-0.8	3.44
-2616.666667	-0.8	3.44
-2614.285714	-0.8	3.44
-2611.904762	-0.8	3.44
-2609.52381	-0.8	3.48
-2607.142857	-0.8	3.44
-2604.761905	-0.8	3.44
-2602.380952	-1	3.44
-2600	-1	3.44
-2597.619048	-0.8	3.44
-2595.238095	-1	3.4
-2592.857143	-0.8	3.44
