-2976.190476	0	3.36
-2973.809524	0.2	3.36
-2971.428571	0	3.4
-2969.047619	0.2	3.4
-2966.666667	-0.2	3.36
-2964.285714	0	3.36
-2961.904762	0	3.36
-2959.52381	0	3.36
-2957.142857	0	3.36
-2954.761905	0.2	3.36
-2952.380952	0	3.36
-2950	0.2	3.36
-2947.619048	0	3.36
-2945.238095	0	3.4
-2942.857143	0	3.36
-2940.47619	0	3.36
-2938.095238	0	3.4
-2935.714286	0	3.36
-2933.333333	0	3.36
-2930.952381	0	3.36
-2928.571429	0.2	3.4
-2926.190476	0	3.36
-2923.809524	0	3.36
-2921.428571	0	3.36
-2919.047619	0	3.36
-2916.666667	0	3.4
-2914.285714	0	3.36
-2911.904762	0	3.4
-2909.52381	0	3.36
-2907.142857	0	3.36
-2904.761905	0	3.36
-2902.380952	0	3.36
-2900	0	3.36
-2897.619048	0	3.36
-2895.238095	0.2	3.4
-2892.857143	0	3.36
-2890.47619	0	3.36
-2888.095238	0	3.4
-2885.714286	0	3.36
-2883.333333	0	3.36
-2880.952381	0	3.36
-2878.571429	0	3.36
-2876.190476	0.2	3.36
-2873.809524	0	3.36
-2871.428571	0	3.36
-2869.047619	0	3.36
-2866.666667	0	3.36
-2864.285714	0.2	3.36
-2861.904762	0	3.36
-2859.52381	0.2	3.36
-2857.142857	0	3.36
-2854.761905	0	3.36
-2852.380952	0	3.36
-2850	0.2	3.36
-2847.619048	0	3.36
-2845.238095	0	3.36
-2842.857143	0	3.36
-2840.47619	0	3.36
-2838.095238	0	3.4
-2835.714286	0	3.36
-2833.333333	0	3.36
-2830.952381	0.2	3.36
-2828.571429	0	3.36
-2826.190476	0	3.36
-2823.809524	0	3.36
-2821.428571	0	3.36
-2819.047619	0	3.36
-2816.666667	0	3.36
-2814.285714	0.2	3.36
-2811.904762	0.2	3.36
-2809.52381	0	3.36
-2807.142857	0.2	3.36
-2804.761905	0	3.36
-2802.380952	0.2	3.36
-2800	0	3.4
-2797.619048	0	3.36
-2795.238095	0	3.36
-2792.857143	0.2	3.36
-2790.47619	0.2	3.36
-2788.095238	0.2	3.36
-2785.714286	0.2	3.36
-2783.333333	0.2	3.36
-2780.952381	0	3.36
-2778.571429	0.2	3.36
-2776.190476	0	3.36
-2773.809524	0.2	3.36
-2771.428571	0	3.36
-2769.047619	0.4	3.36
-2766.666667	0	3.36
-2764.285714	0.2	3.36
-2761.904762	0.2	3.36
-2759.52381	0.2	3.36
-2757.142857	0.2	3.36
-2754.761905	0	3.36
-2752.380952	0	3.36
-2750	0.2	3.36
-2747.619048	0.2	3.36
-2745.238095	0.2	3.36
-2742.857143	0	3.36
-2740.47619	0	3.36
-2738.095238	0.2	3.36
-2735.714286	0	3.36
-2733.333333	0.2	3.36
-2730.952381	0	3.36
-2728.571429	0.2	3.36
-2726.190476	0	3.36
